order_no,user_id,password,gender,age,cheese_name,cheese_texture,cheese_category,buy_count,total_price
25076,5956042,1,F,40,리코타,후레쉬치즈,리코타,1,6860
25080,989722,1,F,30,리코타,후레쉬치즈,리코타,1,6860
25081,503637,1,F,30,리코타,후레쉬치즈,리코타,2,13720
25082,219930,1,F,30,리코타,후레쉬치즈,리코타,1,6860
25083,177866,1,F,30,리코타,후레쉬치즈,리코타,1,6860
25084,3035929,1,F,40,덴마크 브리 치즈,소프트치즈,브리,1,4165
25085,6429255,1,F,40,덴마크 브리 치즈,소프트치즈,브리,1,4165
25086,1745114,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
25088,5866491,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
25089,6183663,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
25090,670615,1,M,40,덴마크 브리 치즈,소프트치즈,브리,1,4165
25091,1113041,1,F,40,덴마크 브리 치즈,소프트치즈,브리,1,4165
25092,1665995,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
25093,5616617,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
25094,878946,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25096,6222297,1,F,50,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25097,3929983,1,F,50,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25098,4830615,1,F,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25099,5913547,1,F,40,에멘탈 슬라이스,세미하드치즈,에멘탈,2,11000
25101,10818,1,F,60,에멘탈 슬라이스,세미하드치즈,에멘탈,1,5500
25104,2067576,1,F,50,에멘탈 슬라이스,세미하드치즈,에멘탈,1,5500
25105,599075,1,F,60,에멘탈 슬라이스,세미하드치즈,에멘탈,1,5500
25106,5906168,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
25110,5945602,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
25111,880526,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,1,5500
25112,6206813,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,1,5500
25113,5067309,1,F,30,버팔로 리코타,후레쉬치즈,리코타,1,9600
25114,2555895,1,F,40,버팔로 리코타,후레쉬치즈,리코타,1,9600
25115,6292595,1,F,40,버팔로 리코타,후레쉬치즈,리코타,1,9600
25116,5926299,1,F,40,버팔로 리코타,후레쉬치즈,리코타,1,9600
25117,967316,1,F,30,파르미지아노 레지아노 24개월,하드치즈,파르미지아노 레지아노,1,11500
25120,6361847,1,M,40,파르미지아노 레지아노 24개월,하드치즈,파르미지아노 레지아노,1,11500
25122,817029,1,M,30,파르미지아노 레지아노 24개월,하드치즈,파르미지아노 레지아노,4,46000
25123,4786190,1,M,20,파르미지아노 레지아노 24개월,하드치즈,파르미지아노 레지아노,1,11500
25125,3807589,1,F,30,파르미지아노 레지아노 24개월,하드치즈,파르미지아노 레지아노,6,69000
25126,4801870,1,F,40,파르미지아노 레지아노 24개월,하드치즈,파르미지아노 레지아노,4,46000
25127,2329765,1,F,40,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,2,14800
25128,1158079,1,F,30,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,4,29600
25129,5881273,1,F,50,미니 브리,소프트치즈,브리,1,8400
25133,3549691,1,F,40,미니 브리,소프트치즈,브리,1,8400
25135,2254300,1,F,40,미니 브리,소프트치즈,브리,1,8400
25136,1041660,1,F,50,1000일 숙성 고다 치즈,세미하드치즈,고다,1,9900
25137,684273,1,M,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
25138,550161,1,F,30,보코치니,후레쉬치즈,모짜렐라,1,6800
25140,1229778,1,F,20,미니 브리,소프트치즈,브리,1,8400
25142,2176766,1,F,50,미니 브리,소프트치즈,브리,1,8400
25143,6462998,1,F,50,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3990
25145,5971960,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3990
25147,1351436,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7980
25149,3772631,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3990
25150,4972828,1,F,20,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3990
25152,998618,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3990
25153,5658097,1,M,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3990
25154,6445351,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
25155,418534,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
25156,6440571,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900
25157,3069205,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,13800
25158,544576,1,F,50,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,13800
25159,1149501,1,F,50,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,6900
25160,1901232,1,F,20,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25161,3465387,1,F,50,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25162,2791943,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25163,29420,1,M,20,리코타 치즈,후레쉬치즈,리코타,1,11900
25166,6336844,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
25168,4503250,1,M,30,리코타 치즈,후레쉬치즈,리코타,1,11900
25169,1130072,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,11900
25171,2697572,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
25172,536116,1,M,70,리코타 치즈,후레쉬치즈,리코타,1,11900
25173,6257386,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
25174,3256253,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
25175,838852,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
25176,2273193,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
25178,3633936,1,M,30,리코타 치즈,후레쉬치즈,리코타,1,11900
25180,6054158,1,F,30,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25183,5151358,1,F,50,미국 전통 치즈 5종,세미하드,모짜렐라,2,9800
25185,1791319,1,F,30,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25186,2351170,1,F,30,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25187,2992594,1,F,30,미국 전통 치즈 5종,세미하드,모짜렐라,3,14700
25188,595710,1,F,30,미국 전통 치즈 5종,세미하드,모짜렐라,3,14700
25189,2860483,1,F,30,미국 전통 치즈 5종,세미하드,모짜렐라,2,9800
25190,3022288,1,F,20,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25191,5233032,1,F,30,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25192,2980345,1,F,30,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25193,208747,1,F,60,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25194,4883669,1,F,40,미국 전통 치즈 5종,세미하드,모짜렐라,2,9800
25196,5810001,1,F,50,미국 전통 치즈 5종,세미하드,모짜렐라,2,9800
25197,5771629,1,F,40,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25198,4996877,1,M,50,미국 전통 치즈 5종,세미하드,모짜렐라,3,14700
25199,1610400,1,M,30,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25200,4999861,1,F,30,미국 전통 치즈 5종,세미하드,모짜렐라,2,9800
25201,1223223,1,F,40,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25203,6433822,1,M,40,미국 전통 치즈 5종,세미하드,모짜렐라,2,9800
25204,6338581,1,F,40,미국 전통 치즈 5종,세미하드,모짜렐라,4,19600
25205,5899640,1,M,40,미국 전통 치즈 5종,세미하드,모짜렐라,2,9800
25206,6068475,1,F,40,미국 전통 치즈 5종,세미하드,모짜렐라,4,19600
25207,5315909,1,F,30,미국 전통 치즈 5종,세미하드,모짜렐라,2,9800
25208,333486,1,M,50,미국 전통 치즈 5종,세미하드,모짜렐라,2,9800
25209,3189160,1,F,50,미국 전통 치즈 5종,세미하드,모짜렐라,2,9800
25210,6049538,1,F,50,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
25211,6080656,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,11900
25212,5683393,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
25213,1005793,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25214,6030726,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25216,4542646,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25220,165548,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25225,2716433,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25226,3851679,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25227,2737689,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25228,2114496,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25230,3117068,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25231,4850424,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25232,823564,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25233,5824665,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25235,2197248,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25236,3769113,1,F,20,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25237,629054,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25239,4912720,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25240,5362454,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25241,4782629,1,M,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25242,6009114,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25243,1606707,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25244,2248091,1,M,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25245,5805075,1,M,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25246,1748603,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25247,3792778,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25248,5992721,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25249,5453160,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25250,3447055,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25251,5873852,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25252,5063399,1,F,20,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25256,3960423,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25257,4674560,1,F,50,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25258,6482235,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25259,3525916,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25260,835556,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25261,2203426,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25262,5067155,1,M,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25263,4286297,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25264,366350,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25265,3388882,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25266,597222,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25268,1035319,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25269,4034445,1,M,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25271,2399554,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25273,4181816,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25274,1523647,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
25275,5384216,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25276,5969733,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25277,5133231,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25278,3935222,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25279,5428634,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25280,5103215,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25281,4400542,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25283,3354133,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25285,3052155,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,4600
25286,5504168,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25288,1659434,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25290,6411586,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25291,1729972,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25292,4271837,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25293,6015780,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25295,4098500,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25297,6284711,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25298,385672,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25299,4815585,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25300,1057376,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25301,1017294,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25303,1212440,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25304,5980762,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25305,6328926,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25306,56650,1,M,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25307,4970131,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25308,3223173,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25309,5346279,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25310,6369138,1,F,40,리코타 치즈,후레쉬치즈,리코타,2,9200
25311,32415,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25312,1963135,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25315,4260346,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25318,1027189,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25319,4120465,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25320,3985564,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25322,849678,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25323,6592406,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25324,1331853,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,9200
25326,6256420,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25327,4474483,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25328,66111,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25329,1781652,1,M,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25330,6320106,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25331,2515264,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25333,2986902,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25334,2969341,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25335,1335884,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25336,809421,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25337,3425980,1,F,50,리코타 치즈,후레쉬치즈,리코타,2,9200
25338,1825550,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25339,2442220,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,9200
25340,5796933,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25341,725431,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25342,3544246,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25343,5835085,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,4600
25344,605772,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,4600
25345,2640972,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25346,5483952,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,4600
25347,3546876,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25348,1000299,1,F,40,미니 브리,소프트치즈,브리,1,8400
25349,4106025,1,F,30,미니 브리,소프트치즈,브리,1,8400
25350,514485,1,M,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25352,1149377,1,M,20,모짜렐라,후레쉬치즈,모짜렐라,1,5500
25353,4937396,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25354,3590386,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25355,6352711,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25356,5940897,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25357,3747182,1,F,50,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25358,3349183,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25359,3567251,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25360,3994828,1,M,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25361,3968339,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
25363,5959527,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25364,5527592,1,F,30,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7900
25365,5972389,1,F,60,리코타 치즈,후레쉬치즈,리코타,5,23000
25366,5778287,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25367,54073,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25368,3079831,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25369,1134124,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25370,4700253,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25371,2927792,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25381,2930520,1,M,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25383,6391149,1,F,50,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25385,2411297,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25386,2914624,1,F,50,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25387,3008750,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25388,240902,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25389,5777054,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25390,1017653,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25391,4413039,1,F,50,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25392,2382815,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25393,197419,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25394,3613118,1,F,20,고르곤졸라 피칸테,세미하드치즈,블루치즈,3,22800
25396,1879367,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25397,562100,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25398,1241871,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25399,1521720,1,M,50,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25401,4850008,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25402,6190835,1,F,50,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25403,2842870,1,M,50,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25404,5209939,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25405,2755602,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25406,6167413,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25407,5368499,1,F,20,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25408,1874506,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25409,616138,1,F,30,고르곤졸라 피칸테,세미하드치즈,블루치즈,2,15200
25410,3454589,1,F,40,고르곤졸라 피칸테,세미하드치즈,블루치즈,1,7600
25411,5961056,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25413,4525792,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25414,2981098,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25416,5160358,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25417,987724,1,F,60,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25420,873833,1,F,20,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25421,2312954,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25422,3525914,1,M,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25423,4567600,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25424,2749869,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25425,567151,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25426,4888942,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25427,1787773,1,F,20,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25428,2888765,1,F,10,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25429,5242833,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
25430,4471488,1,F,30,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
25431,2147435,1,F,30,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
25434,1214336,1,F,30,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
25435,2214005,1,M,30,리코타 치즈,후레쉬치즈,리코타,5,23000
25436,988573,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25437,1992070,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,9200
25438,4642410,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25439,4992850,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25440,2687960,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25441,4450965,1,F,40,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
25442,170411,1,F,30,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
25443,3727286,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
25444,685472,1,F,20,모짜렐라,후레쉬치즈,모짜렐라,1,5500
25445,1998478,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25446,5963758,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25447,4491865,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25449,3495248,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25450,5956908,1,M,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25451,6140979,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25452,3693995,1,F,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25453,3075736,1,F,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25454,5966973,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25455,1085512,1,F,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25456,897712,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25457,2447440,1,F,60,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25458,4838703,1,F,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25459,4252309,1,F,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25461,264391,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25463,1211404,1,F,50,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25464,2330271,1,M,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25465,896234,1,M,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25466,2995389,1,F,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25467,1956395,1,F,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25468,407227,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25469,5390314,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25470,6193028,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25471,1456905,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25472,3551019,1,F,50,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25473,746594,1,F,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25476,3908035,1,F,30,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25477,5972812,1,F,50,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25478,6524914,1,F,40,쁘띠 브리,소프트치즈,브리,1,5130
25479,4337811,1,F,20,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7900
25481,4419152,1,M,40,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7900
25482,4122563,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25485,2849021,1,F,50,부라타 치즈,후레쉬치즈,부라타,1,14900
25487,5571873,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25488,5889652,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400
25489,2455651,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
25490,1942426,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
25491,2295385,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25492,1369248,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
25493,5929363,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
25495,109066,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,8400
25496,4129660,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,8400
25498,3654364,1,F,60,모짜렐라 로그,후레쉬치즈,모짜렐라,1,8400
25499,3036497,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,8400
25500,137568,1,F,50,모짜렐라 로그,후레쉬치즈,모짜렐라,1,8400
25501,5862790,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,8400
25503,5460601,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,2,16800
25504,4782304,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,8400
25505,1997926,1,M,50,모짜렐라 로그,후레쉬치즈,모짜렐라,1,8400
25506,5069340,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,8400
