order_no,user_id,password,gender,age,cheese_name,cheese_texture,cheese_category,buy_count,total_price,user_no,name_no,name
,,,,,,,,,,,17279.0,남원정
17280.0,2525902.0,1.0,M,40.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17280.0,17280.0,여련헌
,,,,,,,,,,,17281.0,염탁실
17282.0,3438234.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,6.0,89400.0,17282.0,17282.0,양예흔
,,,,,,,,,,,17283.0,송람린
17284.0,3195671.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,5.0,74500.0,17284.0,17284.0,반훈범
17285.0,6328328.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,5.0,74500.0,17285.0,17285.0,박잔병
17286.0,6155214.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,10.0,149000.0,17286.0,17286.0,위오흔
17287.0,5647749.0,1.0,M,30.0,부라타 치즈,후레쉬치즈,부라타,12.0,178800.0,17287.0,17287.0,차훔종
17288.0,3417197.0,1.0,M,30.0,보코치니,후레쉬치즈,모짜렐라,1.0,6800.0,17288.0,17288.0,이사단
,,,,,,,,,,,17289.0,조엽개
17290.0,20959.0,1.0,F,40.0,모짜렐라 카우,후레쉬치즈,모짜렐라,1.0,3990.0,17290.0,17290.0,진천전
17291.0,4298386.0,1.0,M,40.0,카우 모짜렐라,후레쉬치즈,모짜렐라,3.0,11700.0,17291.0,17291.0,진희래
17292.0,1058741.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,2.0,7800.0,17292.0,17292.0,현별판
17293.0,471765.0,1.0,M,40.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17293.0,17293.0,추호치
,,,,,,,,,,,17294.0,조다보
17295.0,2731517.0,1.0,F,40.0,카우 모짜렐라,후레쉬치즈,모짜렐라,2.0,7800.0,17295.0,17295.0,윤복하
,,,,,,,,,,,17296.0,국추충
17297.0,5108334.0,1.0,M,40.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17297.0,17297.0,최자항
17298.0,30697.0,1.0,F,40.0,카우 모짜렐라,후레쉬치즈,모짜렐라,3.0,11700.0,17298.0,17298.0,남영치
17299.0,253451.0,1.0,M,50.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17299.0,17299.0,노술다
17300.0,5131764.0,1.0,F,30.0,모짜렐라 카우,후레쉬치즈,모짜렐라,2.0,7980.0,17300.0,17300.0,우섭사
17301.0,87140.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,2.0,7800.0,17301.0,17301.0,임해충
,,,,,,,,,,,17302.0,국상들
,,,,,,,,,,,17303.0,엄승해
17304.0,4881865.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17304.0,17304.0,도래겸
17305.0,1109269.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17305.0,17305.0,추래자
17306.0,4115508.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17306.0,17306.0,은월분
17307.0,4128818.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,2.0,7800.0,17307.0,17307.0,조권걸
17308.0,2672587.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17308.0,17308.0,지들람
17309.0,6463217.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17309.0,17309.0,주울성
,,,,,,,,,,,17310.0,어문디
17311.0,2618786.0,1.0,M,20.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17311.0,17311.0,최람만
,,,,,,,,,,,17312.0,왕문정
17313.0,1721700.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,2.0,7800.0,17313.0,17313.0,천라단
17314.0,2609146.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17314.0,17314.0,은유새
17315.0,5750092.0,1.0,F,30.0,카우 모짜렐라,후레쉬치즈,모짜렐라,1.0,3900.0,17315.0,17315.0,양린수
17316.0,2665894.0,1.0,F,40.0,보코치니,후레쉬치즈,모짜렐라,2.0,13600.0,17316.0,17316.0,은길을
17317.0,3903779.0,1.0,F,30.0,보코치니,후레쉬치즈,모짜렐라,10.0,68000.0,17317.0,17317.0,한열회
17318.0,1179086.0,1.0,F,40.0,보코치니,후레쉬치즈,모짜렐라,1.0,6800.0,17318.0,17318.0,문구면
17319.0,6140242.0,1.0,F,30.0,보코치니,후레쉬치즈,모짜렐라,2.0,13600.0,17319.0,17319.0,한옥대
17320.0,1328001.0,1.0,M,40.0,보코치니,후레쉬치즈,모짜렐라,2.0,13600.0,17320.0,17320.0,진추예
,,,,,,,,,,,17321.0,임유진
17322.0,3340403.0,1.0,F,30.0,보코치니,후레쉬치즈,모짜렐라,1.0,6800.0,17322.0,17322.0,지로해
,,,,,,,,,,,17323.0,나헌언
17324.0,1453028.0,1.0,F,40.0,보코치니,후레쉬치즈,모짜렐라,4.0,27200.0,17324.0,17324.0,정휴변
17325.0,6307072.0,1.0,F,40.0,보코치니,후레쉬치즈,모짜렐라,6.0,40800.0,17325.0,17325.0,오뜸창
17326.0,6184179.0,1.0,F,50.0,보코치니,후레쉬치즈,모짜렐라,4.0,27200.0,17326.0,17326.0,남승동
17327.0,5051236.0,1.0,F,40.0,모짜렐라 로그,후레쉬치즈,모짜렐라,2.0,31800.0,17327.0,17327.0,옥린서
17328.0,5285862.0,1.0,F,30.0,모짜렐라 로그,후레쉬치즈,모짜렐라,1.0,15900.0,17328.0,17328.0,진출창
17329.0,1888914.0,1.0,M,50.0,모짜렐라 로그,후레쉬치즈,모짜렐라,1.0,15900.0,17329.0,17329.0,김달훈
17330.0,5072063.0,1.0,F,40.0,모짜렐라 로그,후레쉬치즈,모짜렐라,1.0,15900.0,17330.0,17330.0,편초해
,,,,,,,,,,,17331.0,전강강
17332.0,1541392.0,1.0,F,30.0,모짜렐라 로그,후레쉬치즈,모짜렐라,1.0,15900.0,17332.0,17332.0,변란여
17333.0,330490.0,1.0,F,30.0,모짜렐라 로그,후레쉬치즈,모짜렐라,2.0,31800.0,17333.0,17333.0,성엄흔
17334.0,33965.0,1.0,F,30.0,모짜렐라 로그,후레쉬치즈,모짜렐라,2.0,31800.0,17334.0,17334.0,허린지
17335.0,3726959.0,1.0,M,30.0,모짜렐라 로그,후레쉬치즈,모짜렐라,2.0,31800.0,17335.0,17335.0,장사실
,,,,,,,,,,,17336.0,심찬익
,,,,,,,,,,,17337.0,반광으
17338.0,881201.0,1.0,F,40.0,모짜렐라 로그,후레쉬치즈,모짜렐라,1.0,15900.0,17338.0,17338.0,탁대홍
17339.0,1037460.0,1.0,F,30.0,모짜렐라 로그,후레쉬치즈,모짜렐라,2.0,31800.0,17339.0,17339.0,여학마
17340.0,5314952.0,1.0,F,40.0,모짜렐라 로그,후레쉬치즈,모짜렐라,2.0,31800.0,17340.0,17340.0,길누훔
17341.0,3020496.0,1.0,F,60.0,고트 치즈,소프트치즈,블루치즈,1.0,7500.0,17341.0,17341.0,마반범
17342.0,3605577.0,1.0,F,30.0,고트 치즈,소프트치즈,블루치즈,1.0,7500.0,17342.0,17342.0,추숙서
17343.0,4187189.0,1.0,F,50.0,모짜렐라 로그,후레쉬치즈,모짜렐라,2.0,31800.0,17343.0,17343.0,조수제
,,,,,,,,,,,17344.0,장박빈
17345.0,1277152.0,1.0,M,30.0,모짜렐라 로그,후레쉬치즈,모짜렐라,1.0,15900.0,17345.0,17345.0,진탐온
17346.0,5610453.0,1.0,F,30.0,모짜렐라 로그,후레쉬치즈,모짜렐라,2.0,31800.0,17346.0,17346.0,현흥나
17347.0,5754229.0,1.0,F,40.0,모짜렐라 로그,후레쉬치즈,모짜렐라,1.0,15900.0,17347.0,17347.0,신휘으
17348.0,4691520.0,1.0,F,40.0,모짜렐라 로그,후레쉬치즈,모짜렐라,4.0,63600.0,17348.0,17348.0,탁향아
17349.0,2534160.0,1.0,F,30.0,모짜렐라 로그,후레쉬치즈,모짜렐라,3.0,47700.0,17349.0,17349.0,탁신철
17350.0,6408978.0,1.0,F,40.0,모짜렐라 로그,후레쉬치즈,모짜렐라,2.0,31800.0,17350.0,17350.0,곽하잔
,,,,,,,,,,,17351.0,소천량
17352.0,304415.0,1.0,F,40.0,모짜렐라 로그,후레쉬치즈,모짜렐라,1.0,15900.0,17352.0,17352.0,김혼모
17353.0,4808475.0,1.0,F,40.0,모짜렐라 로그,후레쉬치즈,모짜렐라,2.0,31800.0,17353.0,17353.0,차운중
17354.0,4545748.0,1.0,F,30.0,모짜렐라 로그,후레쉬치즈,모짜렐라,5.0,79500.0,17354.0,17354.0,원옥탐
17355.0,5889165.0,1.0,F,40.0,모짜렐라 로그,후레쉬치즈,모짜렐라,1.0,15900.0,17355.0,17355.0,국택린
17356.0,3014745.0,1.0,F,40.0,에멘탈 슬라이스,세미하드치즈,에멘탈,1.0,5500.0,17356.0,17356.0,금재뜸
17357.0,5026051.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17357.0,17357.0,공전평
17358.0,2684036.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17358.0,17358.0,남울혁
,,,,,,,,,,,17359.0,손용동
,,,,,,,,,,,17360.0,이찬초
17361.0,4086279.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,4.0,31600.0,17361.0,17361.0,이범숭
,,,,,,,,,,,17362.0,전반령
17363.0,2278670.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17363.0,17363.0,차석배
17364.0,5280291.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17364.0,17364.0,홍늘랑
,,,,,,,,,,,17365.0,최치리
,,,,,,,,,,,17366.0,변영솔
,,,,,,,,,,,17367.0,모옥남
17368.0,851793.0,1.0,M,40.0,부라타 치즈,후레쉬치즈,부라타,2.0,15800.0,17368.0,17368.0,윤선상
,,,,,,,,,,,17369.0,우손기
17370.0,5418506.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17370.0,17370.0,명흔기
17371.0,5138002.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17371.0,17371.0,방뜸학
17372.0,1278708.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17372.0,17372.0,백심창
17373.0,1930972.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,6.0,47400.0,17373.0,17373.0,임서봉
,,,,,,,,,,,17374.0,손백련
,,,,,,,,,,,17375.0,설엽산
,,,,,,,,,,,17376.0,서미나
,,,,,,,,,,,17377.0,맹흠은
17378.0,5367620.0,1.0,F,50.0,부라타 치즈,후레쉬치즈,부라타,2.0,15800.0,17378.0,17378.0,강흔겸
,,,,,,,,,,,17379.0,김욱준
,,,,,,,,,,,17380.0,오화판
17381.0,2710271.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17381.0,17381.0,류잔위
17382.0,374936.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,2.0,15800.0,17382.0,17382.0,홍완화
,,,,,,,,,,,17383.0,인성부
,,,,,,,,,,,17384.0,채남흠
17385.0,1678040.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17385.0,17385.0,류동늬
,,,,,,,,,,,17386.0,서탁견
,,,,,,,,,,,17387.0,백웅열
,,,,,,,,,,,17388.0,육련지
17389.0,743463.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17389.0,17389.0,양자마
17390.0,1706246.0,1.0,F,20.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17390.0,17390.0,곽평람
17391.0,3187824.0,1.0,F,20.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17391.0,17391.0,석빈무
17392.0,5719115.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17392.0,17392.0,임엽장
17393.0,472572.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,2.0,15800.0,17393.0,17393.0,어잎웅
17394.0,4319812.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17394.0,17394.0,양미직
17395.0,2178066.0,1.0,M,40.0,부라타 치즈,후레쉬치즈,부라타,4.0,31600.0,17395.0,17395.0,구설일
,,,,,,,,,,,17396.0,도율겸
17397.0,5707477.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,7900.0,17397.0,17397.0,성철미
17398.0,4516769.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17398.0,17398.0,노완엄
,,,,,,,,,,,17399.0,추황학
,,,,,,,,,,,17400.0,양랑원
17401.0,645028.0,1.0,M,20.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17401.0,17401.0,방화람
,,,,,,,,,,,17402.0,노마섭
,,,,,,,,,,,17403.0,명황평
,,,,,,,,,,,17404.0,마악범
,,,,,,,,,,,17405.0,오손만
,,,,,,,,,,,17406.0,현우면
,,,,,,,,,,,17407.0,류요빈
,,,,,,,,,,,17408.0,표용별
17409.0,138679.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,5.0,74500.0,17409.0,17409.0,선경악
,,,,,,,,,,,17410.0,현월충
,,,,,,,,,,,17411.0,원태욱
17412.0,6096949.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,7.0,104300.0,17412.0,17412.0,진설종
,,,,,,,,,,,17413.0,소엄악
,,,,,,,,,,,17414.0,방판하
,,,,,,,,,,,17415.0,나홍전
,,,,,,,,,,,17416.0,주일구
,,,,,,,,,,,17417.0,조여개
,,,,,,,,,,,17418.0,주디숙
,,,,,,,,,,,17419.0,배충엄
,,,,,,,,,,,17420.0,선노영
,,,,,,,,,,,17421.0,진열봉
,,,,,,,,,,,17422.0,진림노
,,,,,,,,,,,17423.0,신운언
,,,,,,,,,,,17424.0,민바령
,,,,,,,,,,,17425.0,배섭디
,,,,,,,,,,,17426.0,장담휴
,,,,,,,,,,,17427.0,정은은
,,,,,,,,,,,17428.0,연도학
,,,,,,,,,,,17429.0,허강화
,,,,,,,,,,,17430.0,방비별
,,,,,,,,,,,17431.0,노혜변
,,,,,,,,,,,17432.0,신마지
,,,,,,,,,,,17433.0,장찬일
,,,,,,,,,,,17434.0,채훔명
17435.0,3121198.0,1.0,F,20.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17435.0,17435.0,곽술단
,,,,,,,,,,,17436.0,여수들
,,,,,,,,,,,17437.0,이담롱
,,,,,,,,,,,17438.0,성섬우
,,,,,,,,,,,17439.0,윤래수
,,,,,,,,,,,17440.0,신주미
17441.0,3259763.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,10.0,149000.0,17441.0,17441.0,곽묵보
,,,,,,,,,,,17442.0,민탐잎
,,,,,,,,,,,17443.0,왕구수
17444.0,5479983.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,7.0,104300.0,17444.0,17444.0,공로람
,,,,,,,,,,,17445.0,류솔울
17446.0,833794.0,1.0,F,50.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17446.0,17446.0,도늘충
,,,,,,,,,,,17447.0,원실악
,,,,,,,,,,,17448.0,금설술
,,,,,,,,,,,17449.0,심덕권
,,,,,,,,,,,17450.0,민가부
,,,,,,,,,,,17451.0,하늬바
17452.0,6425660.0,1.0,M,40.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17452.0,17452.0,여술연
,,,,,,,,,,,17453.0,장솔황
,,,,,,,,,,,17454.0,편언성
,,,,,,,,,,,17455.0,전엄형
17456.0,6149872.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17456.0,17456.0,맹이미
,,,,,,,,,,,17457.0,선전온
,,,,,,,,,,,17458.0,권선송
17459.0,3156693.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17459.0,17459.0,안령부
,,,,,,,,,,,17460.0,국뜸기
,,,,,,,,,,,17461.0,진린권
,,,,,,,,,,,17462.0,신령복
17463.0,1262256.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17463.0,17463.0,전익은
,,,,,,,,,,,17464.0,신우진
,,,,,,,,,,,17465.0,위만예
,,,,,,,,,,,17466.0,문래길
,,,,,,,,,,,17467.0,강손항
,,,,,,,,,,,17468.0,한래롱
,,,,,,,,,,,17469.0,주주면
17470.0,6478639.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17470.0,17470.0,반효혜
,,,,,,,,,,,17471.0,손련대
,,,,,,,,,,,17472.0,명만복
,,,,,,,,,,,17473.0,신단달
17474.0,5103741.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17474.0,17474.0,조원뜸
,,,,,,,,,,,17475.0,조바조
,,,,,,,,,,,17476.0,함마규
,,,,,,,,,,,17477.0,맹천더
17478.0,6490905.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17478.0,17478.0,기롱려
,,,,,,,,,,,17479.0,민향인
,,,,,,,,,,,17480.0,진직도
,,,,,,,,,,,17481.0,옥영조
,,,,,,,,,,,17482.0,제순조
17483.0,5900313.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17483.0,17483.0,류위려
,,,,,,,,,,,17484.0,방연월
,,,,,,,,,,,17485.0,도엽디
,,,,,,,,,,,17486.0,구형찬
,,,,,,,,,,,17487.0,조삼추
,,,,,,,,,,,17488.0,신재으
,,,,,,,,,,,17489.0,방슬여
,,,,,,,,,,,17490.0,손림회
17491.0,6179336.0,1.0,F,20.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17491.0,17491.0,주엄옥
,,,,,,,,,,,17492.0,주리산
,,,,,,,,,,,17493.0,한박휴
,,,,,,,,,,,17494.0,방흥울
17495.0,5680036.0,1.0,F,20.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17495.0,17495.0,유개흔
,,,,,,,,,,,17496.0,주노웅
,,,,,,,,,,,17497.0,양담희
,,,,,,,,,,,17498.0,위리민
17499.0,5328461.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17499.0,17499.0,은조바
,,,,,,,,,,,17500.0,유흔운
,,,,,,,,,,,17501.0,안빈지
,,,,,,,,,,,17502.0,변덕완
,,,,,,,,,,,17503.0,인택묵
,,,,,,,,,,,17504.0,주울현
,,,,,,,,,,,17505.0,강건삼
,,,,,,,,,,,17506.0,신혜흔
,,,,,,,,,,,17507.0,현술전
,,,,,,,,,,,17508.0,이련희
,,,,,,,,,,,17509.0,반롱천
,,,,,,,,,,,17510.0,차손춘
,,,,,,,,,,,17511.0,현숭얀
17512.0,6384448.0,1.0,M,40.0,부라타 치즈,후레쉬치즈,부라타,20.0,298000.0,17512.0,17512.0,조일모
,,,,,,,,,,,17513.0,기개복
,,,,,,,,,,,17514.0,노충림
17515.0,2358767.0,1.0,M,30.0,부라타 치즈,후레쉬치즈,부라타,7.0,104300.0,17515.0,17515.0,마롱만
17516.0,1151158.0,1.0,F,60.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17516.0,17516.0,변탐바
,,,,,,,,,,,17517.0,서길광
17518.0,5211027.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17518.0,17518.0,길번한
,,,,,,,,,,,17519.0,육개흔
,,,,,,,,,,,17520.0,주대열
,,,,,,,,,,,17521.0,신병해
,,,,,,,,,,,17522.0,성여타
,,,,,,,,,,,17523.0,모솔견
,,,,,,,,,,,17524.0,맹충수
,,,,,,,,,,,17525.0,우병혁
,,,,,,,,,,,17526.0,구설별
,,,,,,,,,,,17527.0,임걸창
,,,,,,,,,,,17528.0,구원철
,,,,,,,,,,,17529.0,남림재
,,,,,,,,,,,17530.0,고윤강
,,,,,,,,,,,17531.0,여대관
,,,,,,,,,,,17532.0,왕디아
,,,,,,,,,,,17533.0,강만이
,,,,,,,,,,,17534.0,장완도
17535.0,1390394.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17535.0,17535.0,권흔걸
,,,,,,,,,,,17536.0,구세고
17537.0,2910370.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17537.0,17537.0,윤홍평
17538.0,3899671.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17538.0,17538.0,진제경
,,,,,,,,,,,17539.0,어위영
,,,,,,,,,,,17540.0,김빈세
,,,,,,,,,,,17541.0,진탁면
,,,,,,,,,,,17542.0,지구장
,,,,,,,,,,,17543.0,맹곤기
,,,,,,,,,,,17544.0,방채혁
,,,,,,,,,,,17545.0,윤여견
,,,,,,,,,,,17546.0,현노식
17547.0,3235792.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17547.0,17547.0,어형탁
,,,,,,,,,,,17548.0,진찬천
,,,,,,,,,,,17549.0,변루덕
,,,,,,,,,,,17550.0,제덕악
,,,,,,,,,,,17551.0,강란누
17552.0,389133.0,1.0,F,20.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17552.0,17552.0,류산요
17553.0,4699658.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,10.0,149000.0,17553.0,17553.0,류빈노
,,,,,,,,,,,17554.0,성련련
,,,,,,,,,,,17555.0,하빛호
,,,,,,,,,,,17556.0,주자가
,,,,,,,,,,,17557.0,표석택
,,,,,,,,,,,17558.0,제지신
,,,,,,,,,,,17559.0,양엽춘
17560.0,1321458.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17560.0,17560.0,소회길
,,,,,,,,,,,17561.0,나나숙
,,,,,,,,,,,17562.0,방우송
,,,,,,,,,,,17563.0,남노량
,,,,,,,,,,,17564.0,최홍송
,,,,,,,,,,,17565.0,안한전
,,,,,,,,,,,17566.0,유탁숭
,,,,,,,,,,,17567.0,천춘덕
,,,,,,,,,,,17568.0,국안달
,,,,,,,,,,,17569.0,제얀누
,,,,,,,,,,,17570.0,노옥소
,,,,,,,,,,,17571.0,반이린
17572.0,4670342.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17572.0,17572.0,육린걸
,,,,,,,,,,,17573.0,은두리
,,,,,,,,,,,17574.0,신배빈
,,,,,,,,,,,17575.0,여빛겸
17576.0,3384548.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17576.0,17576.0,반강부
,,,,,,,,,,,17577.0,전온혼
,,,,,,,,,,,17578.0,지경무
,,,,,,,,,,,17579.0,추비월
,,,,,,,,,,,17580.0,조얀윤
,,,,,,,,,,,17581.0,곽효정
,,,,,,,,,,,17582.0,추걸성
,,,,,,,,,,,17583.0,염로빈
,,,,,,,,,,,17584.0,선병치
,,,,,,,,,,,17585.0,나평원
,,,,,,,,,,,17586.0,한늬소
,,,,,,,,,,,17587.0,하란바
,,,,,,,,,,,17588.0,모늬서
,,,,,,,,,,,17589.0,여휘진
,,,,,,,,,,,17590.0,주순광
17591.0,2708194.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17591.0,17591.0,강얀기
,,,,,,,,,,,17592.0,최헌휘
,,,,,,,,,,,17593.0,허백덕
,,,,,,,,,,,17594.0,왕혜구
,,,,,,,,,,,17595.0,주흥면
,,,,,,,,,,,17596.0,나석창
,,,,,,,,,,,17597.0,기솜광
17598.0,2101753.0,1.0,F,50.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17598.0,17598.0,소나누
,,,,,,,,,,,17599.0,진위새
17600.0,776960.0,1.0,F,20.0,부라타 치즈,후레쉬치즈,부라타,5.0,74500.0,17600.0,17600.0,은안령
,,,,,,,,,,,17601.0,우한언
,,,,,,,,,,,17602.0,윤여권
17603.0,3411654.0,1.0,F,40.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17603.0,17603.0,류신흔
,,,,,,,,,,,17604.0,차승치
,,,,,,,,,,,17605.0,임여흔
17606.0,3404755.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17606.0,17606.0,진누나
,,,,,,,,,,,17607.0,배열택
,,,,,,,,,,,17608.0,소려화
,,,,,,,,,,,17609.0,류마율
,,,,,,,,,,,17610.0,손중황
,,,,,,,,,,,17611.0,전권길
17612.0,913870.0,1.0,F,20.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17612.0,17612.0,남해관
,,,,,,,,,,,17613.0,지소악
,,,,,,,,,,,17614.0,문심환
,,,,,,,,,,,17615.0,한하별
,,,,,,,,,,,17616.0,주중춘
,,,,,,,,,,,17617.0,모효솔
,,,,,,,,,,,17618.0,차진술
,,,,,,,,,,,17619.0,장구언
,,,,,,,,,,,17620.0,여부비
17621.0,1817805.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17621.0,17621.0,장흠련
17622.0,3910681.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,10.0,149000.0,17622.0,17622.0,설용위
,,,,,,,,,,,17623.0,전혜림
,,,,,,,,,,,17624.0,모울섬
17625.0,854534.0,1.0,F,20.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17625.0,17625.0,함숭수
,,,,,,,,,,,17626.0,국연자
,,,,,,,,,,,17627.0,박서회
,,,,,,,,,,,17628.0,이복탐
17629.0,4840206.0,1.0,F,50.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17629.0,17629.0,이효한
,,,,,,,,,,,17630.0,천직리
,,,,,,,,,,,17631.0,채택판
17632.0,4485169.0,1.0,M,30.0,부라타 치즈,후레쉬치즈,부라타,1.0,14900.0,17632.0,17632.0,배영번
,,,,,,,,,,,17633.0,왕묵다
,,,,,,,,,,,17634.0,정운누
,,,,,,,,,,,17635.0,정혁완
,,,,,,,,,,,17636.0,김송누
,,,,,,,,,,,17637.0,노더섬
,,,,,,,,,,,17638.0,제박흔
,,,,,,,,,,,17639.0,조기담
,,,,,,,,,,,17640.0,주고완
,,,,,,,,,,,17641.0,천잎주
,,,,,,,,,,,17642.0,장길개
,,,,,,,,,,,17643.0,신회남
,,,,,,,,,,,17644.0,용예재
,,,,,,,,,,,17645.0,남삼술
,,,,,,,,,,,17646.0,옥솔옥
17647.0,4193463.0,1.0,F,50.0,부라타 치즈,후레쉬치즈,부라타,10.0,149000.0,17647.0,17647.0,왕배래
,,,,,,,,,,,17648.0,윤율산
,,,,,,,,,,,17649.0,원사령
,,,,,,,,,,,17650.0,윤춘홍
17651.0,2222217.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,5.0,74500.0,17651.0,17651.0,진개택
,,,,,,,,,,,17652.0,신사수
17653.0,4692270.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,10.0,149000.0,17653.0,17653.0,석하순
17654.0,2175583.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,2.0,29800.0,17654.0,17654.0,함승언
,,,,,,,,,,,17655.0,모누상
,,,,,,,,,,,17656.0,공령훔
17657.0,1067504.0,1.0,F,30.0,부라타 치즈,후레쉬치즈,부라타,3.0,44700.0,17657.0,17657.0,유동대
,,,,,,,,,,,17658.0,주걸면
